Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|25|40||||ALTAN KOÇYİĞİT|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010100|INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS|0|1.0|36|40||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Undergraduate|At the end of this course, students will be able toO1:Describe and link the basic concepts of information technology and adapt to using the emerging technologies effectivelyO2:Identify the nature and extent of the information they needO3:Search, access, collect, assess, criticize, compare, analyze, locate and present the information they requireO4:Identify, demonstrate and describe ethical issues, regulations and laws to use information, software and technology systemsO5:Practice health and safety issues involved in using computersO6:Compose, edit and revise a document using a word processing tool including Microsoft WordO7:Manipulate, organize, filter and analyze data using spreadsheetsO8:Communicate, interact and collaborate with peers, experts and other audiences through various media including NetMeeting and applications including Microsoft Outlook and web browsersO9:Investigate, define and solve basic computer problems, provide maintenance and security of computersO10:Use technology to support decision making process for real world problemsO11:Construct personal knowledge and meaning using electronic research techniquesO12:Apply technology to increase productivityO13:Organize and present information by combining different media|At the end of this course, students will be able toExplain the importance of being information and computer literate.Explain the basic concepts in information technology including hardware, software and operating systems.Identify the components of PC and read technical specifications.Work with Windows environment.Explain what human computer interaction is.List and explain the task of the common Windows user interface components including menus, toolbars, buttons, icons, windows, pointer and scroll bars.Manage files and directories.Recognize basic file extensions, file properties and understand their purposes. They will learn how to secure and organize their documents. The students will be able to install or uninstall a computer application.Explain well-known digital information resources on the internet and explain how to use them effectively.Explain the importance of information quality assessment and show how to do it effectively. The students will learn the ethical/legal issues, intellectual property rights and citation.Create and modify a Word document. Use the Word’s features effectively.Analyze quantitative data using spreadsheets effectively. The students will learn how to prepare a summary of data using graphs and charts.Explain presentation techniques. The students will learn how to prepare a professionally looking presentation and combine different media and resources to achieve this.Explain how to maintain computers. The students will be able to define and search the computer problems that they come across. They will define the basic security terminology and know how to secure their computers.Use multimedia applications on the web and understand the importance of standards for image, audio and video.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010501|INTRODUCTION TO INFORMATION SYSTEMS|3|8.0|1|20|Wednesday|09:40|12:30|PEKİN ERHAN EREN|Prof.Dr.|English|Graduate|At the end of this course, the student will learn:basic concepts of management information systemsthe socio-technical view of information systems in organisationsdesign, implementation and application of information systems in organisationskey systems applications and global information systems.|Student, who passed the course satisfactorily will be able to:define information systems from a socio-technical point of viewclassify types of information systems from different perspectivessolve problems related with ethical issues in information systemsevaluate information systems problems in organisationscompare and contrast enterprise information systemsexamine global information systems|Information Systems in the Enterprise, Organizations, Management, and Strategy, e-Business and e-Commerce, Ethical and Social Issues , Security and Control in the Digital Firm, Enterprise Applications and Business Process Integration, Knowledge Management, Redesigning the Organization with Information Systems, Business Value of Systems, Managing International Information Systems
2024-2025 Fall|901|IS|9010502|INFORMATION SYSTEMS PROJECT|3|8.0|1|20|Wednesday|13:40|16:30|ALTAN KOÇYİĞİT|Prof.Dr.|English|Graduate|By the end of the course, the student willapply their software and system engineering knowledge and skills to successfully complete an information systems project satisfying specified requirements.demonstrate proficiency in utilizing software and system engineering processes, including requirements analysis, design, development, testing, and deployment, in the context of a real-world information systems project.effectively collaborate in a semester-long group development activity, implementing team-based project management techniques and contributing actively to both the development and quality assurance aspects of the project.|Student, who passed the course satisfactorily will be able to:perform requirements specification, design, project management, and implementation tasks for information systems in real-world projects with a high degree of competence.effectively utilize their software and system engineering knowledge and skills to develop, test, and deploy information systems that meet user needs and project requirements.apply software and system engineering practices, including agile methodologies, in the development of information systems.cooperate and communicate effectively with various stakeholders, including peer team members, customers, and quality assurance teams, in the context of an information systems development project.demonstrate strong team collaboration and project management skills by actively contributing to group tasks and meeting project milestones in real-world information systems projects.|This course aims to give students professional experience in information systems development. Student teams work on the specification, design, implementation and acceptance testing phases of different information systems projects. Each team works on a different phase of a different project and produces professional quality documentation. The documentation is distributed among all teams, who then collectively participate in formal review sessions held in class for each phase of each project. Project topics may be selected from diverse areas such as engineering, business management, provided that the project plan is realistic and the estimated duration fits a semester.
2024-2025 Fall|901|IS|9010503|DATA BASE CONCEPTS AND APPLICATIONS|3|8.0|1|29|Monday|09:40|12:30|TUĞBA TAŞKAYA TEMİZEL|Prof.Dr.|English|Graduate|Students will,Comprehend the key concepts of relational database management system.Develop skills for efficient database design.Understand the role of database management systems in information system design.Understand the multi-user database concerns such as concurrency control and recovery|Students will,Describe the properties of a relational database systemApply Entity-Relationship (ER) and Extended ER techniques to model a relational databaseImplement an effective relational database such as by applying normal forms and following best practices in ER-to-relational mappingConduct operations using SQL and relational algebraDifferentiate between concurrency control algorithmsDifferentiate between recovery algorithmsDescribe a single and multi-user database systemExplain concurrency control problems|There will be formal lectures, assignments (4), and a project. Students will submit a proposal at the beginning of the course and during the semester they are required to work on their project and submit necessary reports at intervals.
2024-2025 Fall|901|IS|9010507|INTRODUC.TO SOFTWARE ENG.|3|8.0|1|28|Monday|13:40|16:30|ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|Graduate|At the end of this course, the student will:know software development process modelsknow basic terminology of software engineeringunderstand modelling notationsknow requirements engineering phases and fundamentalsknow fundamentals of software project management techniques|At the end of this course, the student will be able to:describe and compare software development process modelschoose a software process model based based on project and team attributesdefine basic terminology of software engineeringdraw and interpret system models using software modelling notationsdefine requirements engineering phasesdescribe fundamental techniques for requirement phaseapply estimation techniques in project managementdefine planning activites in project  management|The course introduces the fundamentals of software management and software system models with an emphasis on software development process models, project management techniques and contemporary modeling notations.
2024-2025 Fall|901|IS|9010520|RESEARCH METHODS IN INFORMATION SYSTEMS|3|8.0|1|20|Monday|13:40|16:30|İBRAHİM SONER YILDIRIM|Prof.Dr.|English|Graduate|This course aims to provide students with the necessary background and skills:• To identify the major approaches to scientific research and related models for planning, analyzing, implementing and critiquing research.• To understand the essential characteristics of basic research methods including quantitative, qualitative and mixed-methods models and their applications to substantive research questions in IS.• To provide the knowledge and skills necessary to conduct research and to apply these skills in the development of a search proposal that investigates a question of personal interest in the field of IS.|This course aims to provide students with the necessary background and skills: • To identify the major approaches to scientific research and related models for planning, analyzing, implementing and critiquing research. • To understand the essential characteristics of basic research methods including quantitative, qualitative and mixed-methods models and their applications to substantive research questions in IS. • To provide the knowledge and skills necessary to conduct research and to apply these skills in the development of a search proposal that investigates a question of personal interest in the field of IS.|This course provides students with an integrated framework for research in information systems. Course underlines main research paradigms including positivist, post-positivist, critical theory and constructivist paradigm. Theoretical and practical bases are provided for leading research models under the main themes as quantitative, qualitative, mixed-methods and design based research. The course uses problem-based self-directed learning to enhance students methodological skills and to assist them in applying these skills to the research process.
2024-2025 Fall|901|IS|9010529|SOFTWARE PROJECT MANAGEMENT|3|8.0|1|18|Tuesday|13:40|16:30|ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|Graduate|By the end of this course the students will know necessary skills and tools to manage software projects and prepare software project management plan, and students will be able to demonstrate their knowledge through a project management plan prepared as a group project.|Students who passed the course satisfactorily will gain detailed knowledge, and will be able to produce related outputs, about:Project Management BasicsProject Management Performance DomainsStakeholder Performance DomainTeam Performance DomainDevelopment Approach and Software Life Cycle DomainPlanning Performance DomainDelivery Performance DomainMeasurement Performance DomainUncertainity Performance DomainSoftware Project Management StandardsIEEE Standard for Software Project Management PlansProcess Tailoring for Project ManagementCommonly Used Models, Methods and Artifacts in Software Project Management|This course introduces the issues and basic methods used in managing software development projects and presents timely topics and new developments in software project management. Topics include software project planning, software measurement, software project visibility and control, peopleware and a brief introduction to applicable software engineering research methods.
2024-2025 Fall|901|IS|9010539|INFORMATION SYSTEMS IN ORGANIZATIONAL DESIGN AND APPLIED SYSTEMS THINKING|3|8.0|1|16|Tuesday|09:40|12:30|SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Graduate|||Fundations of Information Systems Management covering the essential concepts in Information Technology Management like planning, organizing, leading and controlling with strong practical orientation. A systemic approach to organizational structures considering information hierarchy around modern day constraints. analysis and design of information systems as meshed with organizational design. Basic information concepts, data processing technology and its applications. Information Systems development methodolgy in terms of systems analysis, design and implementation.
2024-2025 Fall|901|IS|9010540|INFORMATION TECHNOLOGY ACCEPTANCE IN ORGANISATIONS|3|8.0|1|16|Wednesday|09:40|12:30|SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Graduate|||This course aims to give students a basic understanding of different aspects of Information Technology (IT) management with a particular focus on IT acceptance. Understanding the factors that influence acceptance of information technology is of interest both to researchers in a variety of fields as well as procurers of technology for organizations. In that, researchers have studied a range of issues related to IT Acceptance. At the highest level, `acceptance` has been regarded as the theoretical analysis of innovation diffusion. This approach is appropriate to start with basic of IT acceptance. However, rather than general technological innovations, precise analysis of information technology acceptance has become a central concern of disciplines. This course aims to focus directly on the determinants and importance of user acceptance, rather than the broad issues of social diffusion. A number of theoretical approaches shall be investigated throughout the semester for a complete understanding of the issues involved with IT acceptance. In that regard, in addition to independently examining these approaches, other fundamental issues including information technology management frameworks, information technology governance, control of information technology will also be covered in class particularly concentrating on the relationships between these fundamental issues and information technology acceptance.
2024-2025 Fall|901|IS|9010545|OBJECT ORIENTED PROGRAMMING AND DATA STRUCTURE|3|8.0|1|25|Friday|13:40|16:30|GÜÇLÜ ONGUN|Lecturer Dr.|English|Graduate|This course is designed as an entry level Python programming and data structures course for students who doesn't have prior programming experience.Course is composed of two parts. In the first part, an introduction to object oriented programming is given. Students will learn Python programming language and will be able to write code to solve basic programming problems. An introduction to asymptotic algorithm analysis will be presented.Second part is about algorithms and data structures. Students will learn the commonly used data structures to represent data such as arrays, trees, linked-lists, hash tables, stacks and queues. Students will learn basic sorting algorithms and be able to analyze space and time complexity of those algorithms.|Student, who passed the course satisfactorily will be able to:Read and write basic Python program codesDesign object oriented solutions for simple problemsUnderstand asymptotic algorithm analysis and Big Oh notationHave an understanding of basic data structures like arrays, lists, trees, hash tables, stacks, queues etc.|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010566|IMAGE PROCESSING ALGORITHMS|3|8.0|1|20|Friday|13:40|15:30|FATİH ÖMRÜUZUN|Lecturer|English|Graduate|This course aims to provide fundamental image processing theory and practice.|Introduction, Transform Techniques, Enhancement and Restoration, Edge Detection, Morphological Image Processing, Color Image Processing, Segmentation, Image Representation and Compression|Digital Signal Processing Fundamentals,Fourier Transform of Images, Image Enhancement, Edge Detection, Image Restoration, Morphological Image Processing, Image Segmentation, Representation and Description, Wavelets and Multiresolution Processing, Gabor Filters, Object Recognition.
2024-2025 Fall|901|IS|9010585|SOCIAL NETWORK ANALYSIS|3|8.0|1|18|Tuesday|09:40|12:30|BANU GÜNEL KILIÇ|Prof.Dr.|English|Graduate|||Social network analysis is a core methodolgy utilising graph theory, algebra, statistics, sociometry and psychometry for a diverse field of applications. This course is intended to introduce to students how to extract information contained in a network to measure and characterize them, different types of networks, creating models of networks and predicting their behaviour. Most commonly used GUI-based software tools for measuring and displaying network data will also be introduced. the course will also focus on specific applications of the network analysis in epidemiology, surveillance, marketing, healthcare, collective intelligence, spread of new ideas and social computing.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|1|1||||BANU GÜNEL KILIÇ|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|2|0||||ELİF SÜRER|Assoc.Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|3|0||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|4|0||||YEŞİM AYDIN SON|Assoc.Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|6|0||||NAZİFE BAYKAL|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|8|2||||ALTAN KOÇYİĞİT|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|10|1||||ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|12|2||||TUĞBA TAŞKAYA TEMİZEL|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|13|0||||PEKİN ERHAN EREN|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|14|0||||ALPTEKİN TEMİZEL|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|17|0||||LAMİA ZEYNEP ONAY|Assoc.Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|18|0||||ADNAN YAZICI|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|20|0||||FATOŞ TUNAY YARMAN VURAL|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|21|0||||TOLGA CAN|Assoc.Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|22|0||||PINAR KARAGÖZ|Prof.Dr.|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010589|TERM PROJECT|0|20.0|24|0||||AYBAR CAN ACAR|Assist.Prof.Dr|English|Masters|At the end of this course, the student will:Formulate a research projectLearn how to use expertise and knowledge gained throughout his/her graduate work to solve the problemWrite a term project report|Student, who passed the course satisfactorily will be able to:Define a research problemDetermine the methods/tools and data to solve this problemCoordinate the project with supervisorDevelop the solution for the problemReport, discuss and evaluate the findingsPresent the project to an audience of graduate students and instructors|Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|1|20||||TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|2|20||||ELİF SÜRER|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|3|20|Monday|08:40|12:30|SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|4|20|Thursday|08:40|12:30|BANU GÜNEL KILIÇ|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|5|20||||ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|6|3||||NAZİFE BAYKAL|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|7|20||||ERDEM AKAGÜNDÜZ|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|8|20|Wednesday|08:40|12:30|ALTAN KOÇYİĞİT|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|9|20||||BUYURMAN BAYKAL|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|10|5||||MEHMET LÜTFİ SÜZEN|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|11|20||||CİHANGİR TEZCAN|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|12|20||||TUĞBA TAŞKAYA TEMİZEL|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|13|20||||PEKİN ERHAN EREN|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|14|20||||ALPTEKİN TEMİZEL|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|15|20||||MURAT PERİT ÇAKIR|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|16|20||||HÜSEYİN HACIHABİBOĞLU|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|17|2||||LAMİA ZEYNEP ONAY|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|18|20||||ALEV ATAK|Assist.Prof.Dr|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|19|20||||AYBAR CAN ACAR|Assist.Prof.Dr|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|20|20||||ZÜBEYDE MÜGE AKKAR ERCAN|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|21|2||||İBRAHİM SONER YILDIRIM|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|22|2||||PINAR KARAGÖZ|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|23|5||||BARBAROS YET|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|24|5||||CEYLAN YOZGATLIGİL|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|25|5||||YUSUF SAHİLLİOĞLU|Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010599|MASTER THESIS|0|50.0|26|2||||ŞEYDA ERTEKİN BOLELLİ|Assoc.Prof.Dr.|English|Masters|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|1|5||||STAFF|-|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|2|7||||ELİF SÜRER|Assoc.Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|3|15||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|4|20||||BANU GÜNEL KILIÇ|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|5|20||||ÖZDEN ÖZCAN TOP|Assist.Prof.Dr|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|6|4||||NAZİFE BAYKAL|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|7|5||||ÖMER DELİALİOĞLU|Assoc.Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|8|20||||ALTAN KOÇYİĞİT|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|9|20||||STAFF|-|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|10|20||||YEŞİM AYDIN SON|Assoc.Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|12|20||||TUĞBA TAŞKAYA TEMİZEL|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|13|20||||PEKİN ERHAN EREN|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
2024-2025 Fall|901|IS|9010699|PH.D. THESIS|0|130.0|14|20||||ALPTEKİN TEMİZEL|Prof.Dr.|English|PhD|||Sorry no data is found for the course objective.
